PaperID,TaxonomicName,Family,Genus,ScientificName,Source,
CD034,Montastraea faveolata,Montastraeidae,Montastraea,,Results pg 297,
CD034,Montastraea franksi,Montastraeidae,Montastraea,,Results pg 297,
CD034,Agaricia spp,Agariciidae,Agaricia,,Results pg 297,
CD034,Agaricia fragilis,Agariciidae,Agaricia,,Results pg 297,
CD034,Agaricia grahamae,Agariciidae,Agaricia,,Results pg 297,
CD034,Agaricia humilis,Agariciidae,Agaricia,,Results pg 297,
CD034,Agaricia lamarcki,Agariciidae,Agaricia,,Results pg 297,
CD034,Montastraea annularis species complex,Montastraeidae,Montastraea,,Results pg 297,
CD034,Porites astreoides,Poritidae,Porites,,Table 3,
CD034,Agaricia agaricites,Agariciidae,Agaricia,,Table 3,
CD034,Montastraea cavernosa,Montastraeidae,Montastraea,,Table 3,
CD034,Siderastrea siderea,Rhizangiidae,Siderastrea,,Table 3,
CD034,Porites porites,Poritidae,Porites,,Table 3,
CD034,Stephanocoenia intersepta,Astrocoeniidae,Stephanocoenia,,Table 3,
CD034,Diploria labyrinthiformis,Faviidae,Diploria,,Table 3,
CD034,Mycetophyllia spp,Faviidae,Mycetophyllia,,Table 3,
CD034,Madracis formosa,Pocilloporidae,Madracis,,Table 3,
CD034,Colpophyllia natans,Faviidae,Colpophyllia,,Table 3,
CD034,Siderastrea radians,Rhizangiidae,Siderastrea,,Table 3,
CD034,Diploria strigosa,Faviidae,Diploria,,Table 3,
CD034,Madracis decactis,Pocilloporidae,Madracis,,Table 3,
CD034,Agaricia undata,Agariciidae,Agaricia,,Table 3,
CD034,Mycetophyllia aliciae,Faviidae,Mycetophyllia,,Table 3,
CD034,Manicina areolata,Faviidae,Manicina,,Table 3,
CD034,Mycetophyllia ferox,Faviidae,Mycetophyllia,,Table 3,
CD034,Eusmilia fastigiata,Meandrinidae,Eusmilia,,Table 3,
CD034,Millepora alcicornis,Milleporidae,Millepora,,Table 3,
CD071,Porites compressa,Poritidae,Porites,,Abstract,
CD078,NA,,,,,
CD106,Acropora,Acroporidae,Acropora,,Table S2,
CD106,Astreopora,Acroporidae,Astreopora,,Table S2,
CD106,Echinophyllia,Lobophylliidae,Echinophyllia,,Table S2,
CD106,Echinopora,Meurlinidae,Echinopora,,Table S2,
CD106,Favia,Faviidae,Favia,,Table S2,
CD106,Favites,Merulinidae,Favites,,Table S2,
CD106,Galaxea,Euphylliidae,Galaxea,,Table S2,
CD106,Goniastrea,Merulinidae,Goniastrea,,Table S2,
CD106,Hydnophora,Merulinidae,Hydnophora,,Table S2,
CD106,Leptoria,Merulinidae,Leptoria,,Table S2,
CD106,Lobophyllia,Lobophylliidae,Lobophyllia,,Table S2,
CD106,Montastraea,Montastraeidae,Montastraea,,Table S2,
CD106,Montipora,Acroporidae,Montipora,,Table S2,
CD106,Pachyseris,,Pachyseris,,Table S2,incertae sedis
CD106,Pavona,Agariciidae,Pavona,,Table S2,
CD106,Physogyra,Plerogyridae,Physogyra,,Table S2,
CD106,Platygyra,Merulinidae,Platygyra,,Table S2,
CD106,Pocillopora,Pocilloporidae,Pocillopora,,Table S2,
CD106,Porites,Poritidae,Porites,,Table S2,
CD106,Seriatopora,Pocilloporidae,Seriatopora,,Table S2,
CD106,Stylophora,Pocilloporidae,Stylophora,,Table S2,
CD106,Turbinaria,Dendrophylliidae,Turbinaria,,Table S2,
CD112,NA,,,,,
CD069,Porites sp,Poritidae,Porites,,Figure 5,
CD069,Montipora sp,Acroporidae,Montipora,,Figure 5,
CD069,Favites sp,Merulinidae,Favites,,Figure 5,
CD069,Acropora sp,Acroporidae,Acropora,,Figure 5,
CD069,Goniastrea sp,Merulinidae,Goniastrea,,Figure 5,
CD069,Pocillopora sp,Pocilloporidae,Pocillopora,,Figure 5,
